customerID,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0841-NULXI,0.0,0.013888888888888888,0.0,0.17213930348258705,0.0019328409877682898,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3522-CDKHF,0.0,0.4444444444444444,0.0,0.5696517412935324,0.2660858527579044,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
1430-SFQSA,0.0,0.40277777777777773,0.5,0.17263681592039803,0.12160166166628202,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
0411-EZJZE,0.0,0.041666666666666664,0.0,0.417910447761194,0.017505192707131318,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
7851-WZEKY,0.0,0.027777777777777776,0.0,0.7651741293532338,0.020551580890837758,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
8844-TONUD,0.0,0.18055555555555555,0.0,0.7800995024875622,0.13201592430186937,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
8807-ARQET,0.0,0.5694444444444444,0.0,0.2199004975124378,0.19144357258250636,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
8992-CEUEN,0.0,0.013888888888888888,0.0,0.005970149253731349,5.769674590352849e-06,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
4320-QMLLA,0.0,0.09722222222222221,0.0,0.3641791044776119,0.04057235171936303,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
8777-PVYGU,0.0,0.7222222222222222,0.5,0.4582089552238805,0.39139164551119315,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
8292-ITGYJ,0.0,0.625,1.0,0.06368159203980098,0.12924071082390953,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
6870-ZWMNX,0.0,0.9722222222222222,1.0,0.5756218905472636,0.6052907915993538,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
0621-CXBKL,0.0,0.736111111111111,1.0,0.004477611940298498,0.11388183706438958,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
5268-DSMNQ,1.0,0.861111111111111,0.5,0.7930348258706468,0.6828698361412416,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
5334-JLAXU,0.0,0.8333333333333333,0.0,0.7547263681592039,0.6297138241403184,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
4086-YQSNZ,1.0,0.041666666666666664,0.0,0.618407960199005,0.023684514193399495,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
6242-MBHPK,1.0,0.3194444444444444,0.0,0.7646766169154228,0.26624163397184397,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
5868-CZJDR,0.0,0.013888888888888888,0.0,0.13034825870646766,0.0014481883221786293,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
9359-UGBTK,0.0,0.9305555555555555,0.5,0.5383084577114428,0.5738172167089776,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False
0135-NMXAP,0.0,0.16666666666666666,0.0,0.7114427860696517,0.11927071313177938,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
4782-OSFXZ,1.0,0.986111111111111,1.0,0.6412935323383084,0.6707131317793676,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False
6479-OAUSD,0.0,0.3472222222222222,0.5,0.01641791044776117,0.05677359796907455,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
7129-ACFOG,0.0,0.06944444444444445,0.0,0.353731343283582,0.030596584352642512,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
4189-NAKJS,0.0,0.3611111111111111,0.5,0.33134328358208953,0.14731133164089547,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
5562-BETPV,0.0,0.013888888888888888,0.5,0.013930348258706454,9.808446803600233e-05,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
1282-IHQAC,1.0,0.9722222222222222,0.5,0.2567164179104477,0.34535541195476577,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
9127-FHJBZ,0.0,1.0,1.0,0.9527363184079601,0.9317274405723517,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
6270-OMFIW,0.0,0.8333333333333333,0.5,0.7577114427860697,0.6452169397645973,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
1641-RQDAY,1.0,0.4444444444444444,0.0,0.8174129353233831,0.36912647126702053,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0107-WESLM,0.0,0.013888888888888888,0.0,0.015920398009950265,0.00012116316639741503,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
6994-ORCWG,0.0,0.19444444444444442,0.5,0.35820895522388063,0.08705285021924765,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
1346-UFHAX,0.0,0.18055555555555555,0.0,0.6144278606965173,0.11661089314562659,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
3992-YWPKO,0.0,0.08333333333333333,0.0,0.9119402985074626,0.07508077544426496,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
2933-XEUJM,0.0,0.6388888888888888,1.0,0.6064676616915423,0.41253173321024694,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
0125-LZQXK,0.0,0.20833333333333331,0.0,0.8268656716417909,0.17714631894761138,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
5461-QKNTN,1.0,0.5972222222222222,0.0,0.7567164179104477,0.4539983844911147,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
4835-YSJMR,0.0,0.5416666666666666,1.0,0.3139303482587064,0.22528848372951768,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
8399-YNDCH,1.0,0.29166666666666663,0.0,0.4159203980099502,0.14047426725132706,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
3164-YAXFY,0.0,0.7916666666666666,0.0,0.3532338308457711,0.3666282021693976,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0887-WBJVH,0.0,0.736111111111111,0.5,0.7482587064676617,0.5600507731363951,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
4660-IRIBM,0.0,0.25,0.0,0.6930348258706468,0.17097853681052388,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
5673-FSSMF,0.0,0.013888888888888888,0.0,0.41691542288557215,0.004771520886222017,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
7670-ZBPOQ,0.0,0.8055555555555555,0.5,0.42587064676616915,0.39925571197784443,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
8089-UZWLX,1.0,0.986111111111111,1.0,0.8537313432835821,0.8533060235402724,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False
0080-OROZO,0.0,0.4861111111111111,0.5,0.8059701492537313,0.4054004154165705,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
3916-NRPAP,0.0,0.041666666666666664,0.0,0.6711442786069651,0.027457881375490423,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
6807-SIWJI,0.0,0.5277777777777778,0.5,0.861691542288557,0.44639395338102933,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
8221-HVAYI,0.0,0.4861111111111111,1.0,0.5064676616915423,0.2851777059773829,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
1579-KLYDT,0.0,0.09722222222222221,0.0,0.718407960199005,0.06631087006692823,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
5232-NXPAY,0.0,0.6527777777777778,1.0,0.5592039800995025,0.4028963766443573,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
8967-SZQAS,0.0,0.19444444444444442,0.0,0.3203980099502488,0.08615855065774292,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
4468-KAZHE,1.0,0.2777777777777778,0.0,0.41542288557213924,0.14315139626125087,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0455-ENTCR,0.0,0.9166666666666666,1.0,0.6666666666666666,0.6369201477036696,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
8944-AILEF,0.0,0.20833333333333331,0.0,0.011940298507462671,0.03716247403646435,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
5542-NKVRU,0.0,0.5833333333333333,1.0,0.02487562189054726,0.09527463651050082,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
7126-RBHSD,0.0,0.2361111111111111,0.0,0.6034825870646766,0.15349065312716365,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
5370-IIVVL,0.0,0.5138888888888888,0.5,0.8582089552238806,0.4337872144011078,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
6789-HJBWG,0.0,0.16666666666666666,0.0,0.30995024875621885,0.06841103161781675,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
3927-NLNRY,0.0,0.736111111111111,0.5,0.7562189054726368,0.559560350796215,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False
9087-EYCPR,0.0,0.8333333333333333,1.0,0.06716417910447761,0.17150357719824602,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
6791-YBNAK,0.0,0.25,0.0,0.072636815920398,0.05181744749596123,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
6358-LYNGM,0.0,0.013888888888888888,0.0,0.5636815920398011,0.006473574890376183,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
6077-BDPXA,0.0,0.041666666666666664,0.0,0.5164179104477612,0.020240018462958687,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0013-MHZWF,0.0,0.125,0.0,0.5089552238805971,0.06377221324717287,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
5494-HECPR,0.0,0.013888888888888888,0.0,0.6169154228855721,0.007090930071543965,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
8268-YDIXR,0.0,0.7777777777777777,0.5,0.7452736318407961,0.604102238633741,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
9824-BEMCV,0.0,0.2361111111111111,0.0,0.5049751243781094,0.13049273021001617,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1373-ORVIZ,0.0,0.15277777777777776,0.0,0.47860696517412926,0.08331410108469882,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
4291-SHSBH,0.0,0.09722222222222221,0.0,0.5104477611940298,0.057990999307639055,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
6980-IMXXE,0.0,0.9583333333333333,1.0,0.019402985074626844,0.1608412185552735,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
9866-QEVEE,0.0,0.2638888888888889,0.0,0.6741293532338308,0.17466535887375953,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False
9897-KXHCM,0.0,0.041666666666666664,0.0,0.617412935323383,0.026684744980383108,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0040-HALCW,0.0,0.75,1.0,0.021393034825870627,0.12367874451880914,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
0784-GTUUK,0.0,0.861111111111111,0.5,0.05472636815920398,0.16478190630048467,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
7979-CORPM,0.0,0.3333333333333333,0.0,0.7194029850746269,0.2612220170782368,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
2294-DMMUS,0.0,0.861111111111111,0.0,0.5194029850746269,0.49407454419570734,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
0872-JCPIB,0.0,0.2361111111111111,0.0,0.47263681592039797,0.12605585045003462,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False
3055-MJDSB,0.0,0.125,0.0,0.06318407960199005,0.019766905146549735,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
9091-WTUUY,0.0,0.8888888888888888,1.0,0.5074626865671642,0.5110720055388877,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
1618-CFHME,0.0,0.027777777777777776,0.0,0.5736318407960199,0.014372259404569581,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
3165-HDOEW,0.0,0.013888888888888888,0.0,0.2746268656716418,0.0031213939533810296,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
6581-NQCBA,0.0,0.2222222222222222,0.0,0.3154228855721393,0.09132240941610895,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
7115-IRDHS,0.0,1.0,1.0,0.06368159203980098,0.2090064620355412,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
8496-DMZUK,0.0,0.41666666666666663,0.5,0.7179104477611941,0.3233152550196169,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
2040-VZIKE,0.0,0.6805555555555555,0.0,0.8218905472636816,0.5571832448649896,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
9068-VPWQQ,0.0,0.8472222222222222,1.0,0.5681592039800994,0.5435610431571659,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False
0178-SZBHO,0.0,0.6527777777777778,0.0,0.6860696517412935,0.4614181860143088,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
0384-RVBPI,0.0,0.2777777777777778,0.0,0.4592039800995025,0.15921993999538425,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
1689-MRZQR,0.0,0.4722222222222222,0.0,0.5975124378109452,0.29373413339487653,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1299-AURJA,0.0,0.9722222222222222,1.0,0.06417910447761191,0.19237249019155322,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
4525-VZCZG,0.0,0.75,0.5,0.8716417910447761,0.6701880913916455,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
1543-LLLFT,1.0,0.8472222222222222,0.5,0.7965174129353233,0.6978709900761597,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
5835-BEQEU,0.0,0.041666666666666664,0.0,0.5840796019900497,0.024186475882760215,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
2788-CJQAQ,0.0,0.18055555555555555,0.5,0.011940298507462671,0.029009923840295406,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
5565-FILXA,1.0,0.2222222222222222,0.0,0.7751243781094528,0.17429033002538658,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0319-QZTCO,0.0,0.041666666666666664,0.0,0.4024875621890548,0.0172859450726979,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
2120-SMPEX,0.0,0.3472222222222222,0.0,0.018905472636815884,0.05972190168474499,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
0096-FCPUF,0.0,0.41666666666666663,0.0,0.46019900497512434,0.21574544195707362,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
0668-OGMHD,0.0,0.29166666666666663,0.0,0.10199004975124376,0.07045349642280176,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
5552-ZNFSJ,0.0,0.013888888888888888,0.0,0.2691542288557213,0.0030579275328871443,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
2223-KAGMX,0.0,0.20833333333333331,0.0,0.011442786069651711,0.031213939533810294,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
6507-ZJSUR,1.0,0.3194444444444444,0.0,0.718407960199005,0.24214747288252944,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
9408-HRXRK,0.0,0.625,0.0,0.8646766169154229,0.5437456727440572,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
5593-SUAOO,0.0,0.3333333333333333,0.5,0.645771144278607,0.2324313408723748,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
7321-PKUYW,0.0,0.15277777777777776,0.0,0.7154228855721393,0.11183360258481423,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
2833-SLKDQ,0.0,0.013888888888888888,0.0,0.2666666666666666,0.003029079159935379,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
6766-HFKLA,0.0,0.7777777777777777,1.0,0.845273631840796,0.6606912070159243,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False
7595-EUIVN,0.0,0.013888888888888888,0.0,0.572636815920398,0.006577429033002538,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
7617-EYGLW,0.0,0.013888888888888888,0.0,0.011940298507462671,7.500576967459007e-05,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
2026-TGDHM,0.0,0.09722222222222221,0.0,0.6074626865671642,0.058198707592891766,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
9220-ZNKJI,1.0,0.7638888888888888,1.0,0.7019900497512437,0.5523309485345027,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
4030-VPZBD,0.0,0.027777777777777776,0.0,0.1258706467661691,0.0046445880452342485,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
2226-ICFDO,0.0,1.0,1.0,0.673134328358209,0.7029713824140319,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
